source_id,display_name,first_name,surname1,surname2,birth_date,country_id,country_name,broad_position,team_id,team_name,origin,source,overall,attribute_source,profile_review_required,historical_position_1993_94,historical_club_1994,historical_birth_place_text,individual_profile_source,individual_profile_source_url,duplicate_check,matched_existing_id,asset_filename,bdfutbol_id,bdfutbol_url,bdfutbol_search_name,photo_status,creation_batch,identity_source,identity_source_url,verified_national_pool_year,profile_review_batch,profile_confidence,world_cup_1994_team_code,world_cup_1994_shirt_number,photo_filename,historical_nationality_text,country_id_status,source_profile_position,photo_width,photo_height,photo_format,photo_mode,photo_source,photo_source_url,profile_source_note,name_transliterations,historical_birth_year_only,historical_birth_state,birth_territory_country_id,citizenship_1993_resolution,represented_selection_country_ids,attribute_comparable_source_ids,attribute_comparable_repair_reason
9494225,Pascal Renier,Pascal,Renier,,1971-08-03,17,Bélgica,DEF,453,Club Brugge KV,,,76,fixed_source_comparable_review_0.23,False,Left Back,Club Brugge,,,,belgium_1993_94_identity_gate,,,,,Pascal Renier,pending_identity_profile,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,BEL,22,9494225.jpg,,,,,,,,,,,,,,,,,,
9494226,Khalil Azmi,Khalil,Azmi,,1964-08-23,56,Marruecos,POR,9400056,Otros-Marruecos,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180183,Khalil Azmi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,1,9494226.jpg,,,,,,,,,,,,,,,,,,
9494227,Nacer Abdellah,Nacer,Abdellah,,1966-03-03,56,Marruecos,DEF,466,KSV Waregem,,,71,fixed_source_comparable_role_correction_0.42,True,Defender (exact role unresolved),Waregem,,,,exact_name_birthdate_source_profile_gate_v042,,,7025,https://www.bdfutbol.com/en/j/j7025.html,Nacer Abdellah,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,2,9494227.jpg,,,,,,,,,,,,,,,,,,
9494228,Abdelkrim El Hadrioui,Abdelkrim,El Hadrioui,,1972-03-06,56,Marruecos,DEF,9400056,Otros-Marruecos,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,85935,https://www.bdfutbol.com/en/j/j85935.html,Abdelkrim El Hadrioui,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,MAR,3,9494228.jpg,,,,,,,,,,,,,,,,,,
9494229,Tahar El Khalej,Tahar,El Khalej,,1968-06-16,56,Marruecos,MED,9400056,Otros-Marruecos,,,77,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,93669,https://www.bdfutbol.com/en/j/j93669.html,Tahar El Khalej,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,MAR,4,9494229.jpg,,,,,,,,,,,,,,,,,,
9494230,Smahi Triki,Smahi,Triki,,1967-08-01,56,Marruecos,DEF,9400056,Otros-Marruecos,,,71,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,87627,https://www.bdfutbol.com/en/j/j87627.html,Smahi Triki,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,5,9494230.jpg,,,,,,,,,,,,,,,,,,
9494231,Mustapha Hadji,Mustapha,Hadji,,1971-11-16,56,Marruecos,MED,9400056,Otros-Marruecos,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,2065,https://www.bdfutbol.com/en/j/j2065.html,Mustapha Hadji,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,MAR,7,9494231.jpg,,,,,,,,,,,,,,,,,,
9494232,Mohammed Chaouch,Mohammed,Chaouch,,1966-12-12,56,Marruecos,DEL,9400056,Otros-Marruecos,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,87863,https://www.bdfutbol.com/en/j/j87863.html,Mohammed Chaouch,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,MAR,9,9494232.jpg,,,,,,,,,,,,,,,,,,
9494233,Rachid Daoudi,Rachid,Daoudi,,1966-02-21,56,Marruecos,MED,9400056,Otros-Marruecos,,,76,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,6708,https://www.bdfutbol.com/en/j/j6708.html,Rachid Daoudi,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,MAR,11,9494233.jpg,,,,,,,,,,,,,,,,,,
9494234,Said Dghay,Said,Dghay,,1964-01-14,56,Marruecos,POR,9400056,Otros-Marruecos,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180188,Said Dghay,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,MAR,12,9494234.jpg,,,,,,,,,,,,,,,,,,
9494235,Ahmed Bahja,Ahmed,Bahja,,1970-12-21,56,Marruecos,DEL,9400056,Otros-Marruecos,,,70,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,57756,https://www.bdfutbol.com/en/j/j57756.html,Ahmed Bahja,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,13,9494235.jpg,,,,,,,,,,,,,,,,,,
9494236,Ahmed Masbahi,Ahmed,Masbahi,,1966-01-17,56,Marruecos,DEF,9400056,Otros-Marruecos,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180189,Ahmed Masbahi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,MAR,14,9494236.jpg,,,,,,,,,,,,,,,,,,
9494237,El Arbi Hababi Hababi,El Arbi Hababi,Hababi,,1967-08-12,56,Marruecos,MED,9400056,Otros-Marruecos,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180184,El Arbi Hababi Hababi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,15,9494237.jpg,,,,,,,,,,,,,,,,,,
9494238,Abdeslam Laghrissi,Abdeslam,Laghrissi,,1962-01-05,56,Marruecos,DEL,9400056,Otros-Marruecos,,,71,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180187,Abdeslam Laghrissi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,MAR,17,9494238.jpg,,,,,,,,,,,,,,,,,,
9494239,Rachid Neqrouz,Rachid,Neqrouz,,1972-04-10,56,Marruecos,DEF,9400056,Otros-Marruecos,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,95793,https://www.bdfutbol.com/en/j/j95793.html,Rachid Neqrouz,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,18,9494239.jpg,,,,,,,,,,,,,,,,,,
9494240,Abdelmajid Bouyboud,Abdelmajid,Bouyboud,,1966-10-24,56,Marruecos,DEL,9400056,Otros-Marruecos,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,89476,https://www.bdfutbol.com/en/j/j89476.html,Abdelmajid Bouyboud,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,19,9494240.jpg,,,,,,,,,,,,,,,,,,
9494241,Hassan Kachloul,Hassan,Kachloul,,1973-02-19,56,Marruecos,MED,9400056,Otros-Marruecos,,,71,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,93670,https://www.bdfutbol.com/en/j/j93670.html,Hassan Kachloul,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,MAR,20,9494241.jpg,,,,,,,,,,,,,,,,,,
9494242,Mohamed Samadi,Mohamed,Samadi,,1970-03-21,56,Marruecos,MED,9400056,Otros-Marruecos,,,71,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180186,Mohamed Samadi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,21,9494242.jpg,,,,,,,,,,,,,,,,,,
9494243,Zakaria Alaoui,Zakaria,Alaoui,,1966-06-17,56,Marruecos,POR,9400056,Otros-Marruecos,,,71,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180185,Zakaria Alaoui,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,MAR,22,9494243.jpg,,,,,,,,,,,,,,,,,,
9494244,John Bosman,John,Bosman,,1965-02-01,3,Países Bajos,DEL,415,RSC Anderlecht,,,79,fixed_source_comparable_review_0.23,False,Centre Forward,Anderlecht,,,,belgium_1993_94_identity_gate,,,85940,https://www.bdfutbol.com/en/j/j85940.html,John Bosman,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,NLD,12,9494244.jpg,,,,,,,,,,,,,,,,,,
9494245,Mohamed Al-Deayea,Mohamed,Al-Deayea,,1972-08-02,13,Arabia Saudí,POR,9400013,Otros-Arabia Saudí,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179184,Mohamed Al-Deayea,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,1,9494245.jpg,,,,,,,,,,,,,,,,,,
9494246,Abdullah Al-Dosari,Abdullah,Al-Dosari,,1969-11-01,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,68,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180190,Abdullah Al-Dosari,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,SAU,2,9494246.jpg,,,,,,,,,,,,,,,,,,
9494247,Mohammed Al-Khilaiwi,Mohammed,Al-Khilaiwi,,1971-08-21,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179774,Mohammed Al-Khilaiwi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,3,9494247.jpg,,,,,,,,,,,,,,,,,,
9494248,Abdullah Sulaiman Zubromawi,Abdullah,Sulaiman Zubromawi,,1973-11-15,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,68,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179376,Abdullah Sulaiman Zubromawi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,SAU,4,9494248.jpg,,,,,,,,,,,,,,,,,,
9494249,Ahmed Jamil Madani,Ahmed,Jamil Madani,,1970-01-06,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179781,Ahmed Jamil Madani,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,5,9494249.jpg,,,,,,,,,,,,,,,,,,
9494250,Fuad Anwar,Fuad,Anwar,,1972-10-13,13,Arabia Saudí,MED,9400013,Otros-Arabia Saudí,,,74,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,57758,https://www.bdfutbol.com/en/j/j57758.html,Fuad Anwar,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,6,9494250.jpg,,,,,,,,,,,,,,,,,,
9494251,Fahad Al-Ghesheyan,Fahad,Al-Ghesheyan,,1973-08-01,13,Arabia Saudí,DEL,9400013,Otros-Arabia Saudí,,,69,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,62793,https://www.bdfutbol.com/en/j/j62793.html,Fahad Al-Ghesheyan,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,SAU,7,9494251.jpg,,,,,,,,,,,,,,,,,,
9494252,Fahad Al-Bishi,Fahad,Al-Bishi,,1965-09-10,13,Arabia Saudí,MED,9400013,Otros-Arabia Saudí,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,57759,https://www.bdfutbol.com/en/j/j57759.html,Fahad Al-Bishi,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,8,9494252.jpg,,,,,,,,,,,,,,,,,,
9494253,Majed Abdullah,Majed,Abdullah,,1959-11-01,13,Arabia Saudí,DEL,9400013,Otros-Arabia Saudí,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180195,Majed Abdullah,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,9,9494253.jpg,,,,,,,,,,,,,,,,,,
9494254,Saeed Al-Owairan,Saeed,Al-Owairan,,1967-08-19,13,Arabia Saudí,MED,9400013,Otros-Arabia Saudí,,,75,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179777,Saeed Al-Owairan,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,10,9494254.jpg,,,,,,,,,,,,,,,,,,
9494255,Fahad Al-Mehallel,Fahad,Al-Mehallel,,1970-11-11,13,Arabia Saudí,DEL,9400013,Otros-Arabia Saudí,,,67,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,57765,https://www.bdfutbol.com/en/j/j57765.html,Fahad Al-Mehallel,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,SAU,11,9494255.jpg,,,,,,,,,,,,,,,,,,
9494256,Sami Al-Jaber,Sami,Al-Jaber,,1972-12-11,13,Arabia Saudí,DEL,9400013,Otros-Arabia Saudí,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=93891,Sami Al-Jaber,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,12,9494256.jpg,,,,,,,,,,,,,,,,,,
9494257,Mohamed Abd Al-Jawad,Mohamed,Abd Al-Jawad,,1962-11-28,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,72,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180191,Mohamed Abd Al-Jawad,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,high,SAU,13,9494257.jpg,,,,,,,,,,,,,,,,,,
9494258,Khalid Al-Muwallid,Khalid,Al-Muwallid,,1971-11-23,13,Arabia Saudí,MED,9400013,Otros-Arabia Saudí,,,68,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180193,Khalid Al-Muwallid,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,SAU,14,9494258.jpg,,,,,,,,,,,,,,,,,,
9494259,Saleh Al-Dawod,Saleh,Al-Dawod,,1968-09-24,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,66,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180200,Saleh Al-Dawod,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,SAU,15,9494259.jpg,,,,,,,,,,,,,,,,,,
9494260,Talal Jebreen,Talal,Jebreen,,1973-09-25,13,Arabia Saudí,MED,9400013,Otros-Arabia Saudí,,,66,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180192,Talal Jebreen,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,SAU,16,9494260.jpg,,,,,,,,,,,,,,,,,,
9494261,Yassir Al-Taifi,Yassir,Al-Taifi,,1971-05-10,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,66,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180201,Yassir Al-Taifi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,SAU,17,9494261.jpg,,,,,,,,,,,,,,,,,,
9494262,Awad Al-Anazi,Awad,Al-Anazi,,1968-09-24,13,Arabia Saudí,DEF,9400013,Otros-Arabia Saudí,,,66,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180196,Awad Al-Anazi,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,SAU,18,9494262.jpg,,,,,,,,,,,,,,,,,,
9494263,Hamzah Saleh,Hamzah,Saleh,,1967-04-19,13,Arabia Saudí,MED,9400013,Otros-Arabia Saudí,,,68,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=179778,Hamzah Saleh,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,SAU,19,9494263.jpg,,,,,,,,,,,,,,,,,,
9494264,Hamzah Idris,Hamzah,Idris,,1972-10-08,13,Arabia Saudí,DEL,9400013,Otros-Arabia Saudí,,,66,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,57728,https://www.bdfutbol.com/en/j/j57728.html,Hamzah Idris,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,medium,SAU,20,9494264.jpg,,,,,,,,,,,,,,,,,,
9494265,Hussein Al-Sadiq,Hussein,Al-Sadiq,,1973-10-15,13,Arabia Saudí,POR,9400013,Otros-Arabia Saudí,,,67,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,57730,https://www.bdfutbol.com/en/j/j57730.html,Hussein Al-Sadiq,ready_for_download,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,SAU,21,9494265.jpg,,,,,,,,,,,,,,,,,,
9494266,Ibrahim Al-Helwah,Ibrahim,Al-Helwah,,1972-08-18,13,Arabia Saudí,POR,9400013,Otros-Arabia Saudí,,,67,fixed_source_comparable_review_0.23,False,,,,,,created_after_global_existing_player_comparison,,,,https://www.bdfutbol.com/es/c/jugador.html?id=180202,Ibrahim Al-Helwah,bundled_normalized_bdfutbol,world_cup_1994,Fjelstul World Cup Database,,,created_player_profile_audit_0.23,conservative,SAU,22,9494266.jpg,,,,,,,,,,,,,,,,,,
9495000,Dragoje Leković,Dragoje,Leković,,1967-11-21,75,Yugoslavia,POR,9400075,Otros-Yugoslavia,,,75,fixed_source_comparable_review_0.23,False,,FK Budućnost Titograd,,,,created_after_global_existing_player_comparison,,,625,https://www.bdfutbol.com/en/j/j625.html,Dragoje Leković,ready_for_download,near_functional_national_teams_0.22,National-Football-Teams / historical career record,,,created_player_profile_audit_0.23,conservative,,,9495000.jpg,,,,,,,,,,,,,,,,,,
9495001,Celso Ayala,Celso Rafael,Ayala,,1970-08-20,68,Paraguay,DEF,9400068,Otros-Paraguay,,,75,fixed_source_comparable_review_0.23,False,,Olimpia Asunción,,,,created_after_global_existing_player_comparison,,,403,https://www.bdfutbol.com/en/j/j403.html,Celso Ayala,ready_for_download,near_functional_national_teams_0.22,historical international and club records,,,created_player_profile_audit_0.23,high,,,9495001.jpg,,,,,,,,,,,,,,,,,,
9495002,Alan Fettis,Alan William,Fettis,,1971-02-01,44,Irlanda del Norte,POR,9400044,Otros-Irlanda del Norte,,,70,fixed_source_comparable_review_0.23,False,,Hull City,,,,created_after_global_existing_player_comparison,,,98972,https://www.bdfutbol.com/en/j/j98972.html,Alan Fettis,ready_for_download,near_functional_national_teams_0.22,Hull City historical profile / international record,,,created_player_profile_audit_0.23,conservative,,,9495002.jpg,,,,,,,,,,,,,,,,,,
9495003,József Csábi,József,Csábi,,1967-02-14,93,Hungría,DEF,9400093,Otros-Hungría,,,72,fixed_source_comparable_review_0.23,False,,Kispest Honvéd,,,,created_after_global_existing_player_comparison,,,725521,https://www.bdfutbol.com/en/j/j725521.html,József Csábi,ready_for_download,near_functional_national_teams_0.22,Magyarfutball / National-Football-Teams,,,created_player_profile_audit_0.23,conservative,,,9495003.jpg,,,,,,,,,,,,,,,,,,
9495004,János Bánfi,János,Bánfi,,1969-11-09,93,Hungría,DEF,9400093,Otros-Hungría,,,72,fixed_source_comparable_review_0.23,False,,Kispest Honvéd,,,,created_after_global_existing_player_comparison,,,68899,https://www.bdfutbol.com/en/j/j68899.html,János Bánfi,ready_for_download,near_functional_national_teams_0.22,Magyarfutball / National-Football-Teams,,,created_player_profile_audit_0.23,conservative,,,9495004.jpg,,,,,,,,,,,,,,,,,,
9495005,Dušan Tittel,Dušan,Tittel,,1966-12-27,36,Eslovaquia,DEF,9400036,Otros-Eslovaquia,,,78,fixed_source_comparable_review_0.23,False,,Slovan Bratislava,,,,created_after_global_existing_player_comparison,,,,,Dušan Tittel,pending,near_functional_national_teams_0.22,UEFA / historical international and club records,,,created_player_profile_audit_0.23,high,,,9495005.jpg,,,,,,,,,,,,,,,,,,
9495100,Patricio Toledo,Patricio,Toledo,,1962-07-14,23,Chile,POR,9400023,Otros-Chile,,,73,fixed_source_comparable_review_0.23,False,,Universidad Católica Santiago,,,,created_after_global_existing_player_comparison,,,,,Patricio Toledo,pending,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,conservative,,,9495100.jpg,,,,,,,,,,,,,,,,,,
9495101,Marcelo Ramírez,Marcelo,Ramírez,,1965-05-29,23,Chile,POR,9400023,Otros-Chile,,,74,fixed_source_comparable_review_0.23,False,,Colo Colo Santiago,,,,created_after_global_existing_player_comparison,,,51318,https://www.bdfutbol.com/en/j/j51318.html,Marcelo Ramírez,ready_for_download,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,conservative,,,9495101.jpg,,,,,,,,,,,,,,,,,,
9495102,Gabriel Mendoza,Gabriel,Mendoza,,1968-05-22,23,Chile,DEF,9400023,Otros-Chile,,,75,fixed_source_comparable_review_0.23,False,,Colo Colo Santiago,,,,created_after_global_existing_player_comparison,,,51313,https://www.bdfutbol.com/en/j/j51313.html,Gabriel Mendoza,ready_for_download,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,conservative,,,9495102.jpg,,,,,,,,,,,,,,,,,,
9495103,Miguel Ramírez,Miguel,Ramírez,,1970-06-11,23,Chile,DEF,9400023,Otros-Chile,,,76,fixed_source_comparable_review_0.23,False,,Colo Colo Santiago,,,,created_after_global_existing_player_comparison,,,2021,https://www.bdfutbol.com/en/j/j2021.html,Miguel Ramírez,ready_for_download,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,high,,,9495103.jpg,,,,,,,,,,,,,,,,,,
9495104,Eduardo Vilches,Eduardo,Vilches,,1963-04-21,23,Chile,DEF,9400023,Otros-Chile,,,74,fixed_source_comparable_review_0.23,False,,Colo Colo Santiago,,,,created_after_global_existing_player_comparison,,,51314,https://www.bdfutbol.com/en/j/j51314.html,Eduardo Vilches,ready_for_download,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,conservative,,,9495104.jpg,,,,,,,,,,,,,,,,,,
9495105,Javier Margas,Javier,Margas,,1969-05-10,23,Chile,DEF,9400023,Otros-Chile,,,76,fixed_source_comparable_review_0.23,False,,Colo Colo Santiago,,,,created_after_global_existing_player_comparison,,,93610,https://www.bdfutbol.com/en/j/j93610.html,Javier Margas,ready_for_download,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,high,,,9495105.jpg,,,,,,,,,,,,,,,,,,
9495106,Hugo González,Hugo,González,,1963-03-11,23,Chile,DEF,9400023,Otros-Chile,,,71,fixed_source_comparable_review_0.23,False,,Cobreloa Calama,,,,created_after_global_existing_player_comparison,,,,,Hugo González,pending,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,conservative,,,9495106.jpg,,,,,,,,,,,,,,,,,,
9495107,Juan Carlos González,Juan Carlos,González,,1968-11-13,23,Chile,DEF,9400023,Otros-Chile,,,70,fixed_source_comparable_review_0.23,False,,Unión Española Santiago,,,,created_after_global_existing_player_comparison,,,,,Juan Carlos González,pending,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,conservative,,,9495107.jpg,,,,,,,,,,,,,,,,,,
9495108,Ricardo González,Ricardo,González,,1965-08-31,23,Chile,DEF,9400023,Otros-Chile,,,69,fixed_source_comparable_review_0.23,False,,Unión Española Santiago,,,,created_after_global_existing_player_comparison,,,,,Ricardo González,pending,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,conservative,,,9495108.jpg,,,,,,,,,,,,,,,,,,
9495109,Fabián Estay,Fabián,Estay,,1968-10-05,23,Chile,MED,9400023,Otros-Chile,,,80,fixed_source_comparable_review_0.23,False,,Olympiakos Piraios,,,,created_after_global_existing_player_comparison,,,709302,https://www.bdfutbol.com/en/j/j709302.html,Fabián Estay,ready_for_download,verified_1993_national_pools_0.22,National-Football-Teams · players used by the senior national team in 1993,https://www.national-football-teams.com/country/41/1993/Chile.html,1993,created_player_profile_audit_0.23,high,,,9495109.jpg,,,,,,,,,,,,,,,,,,
